Dual BMP280 test:
7.83,-6.23

8.47,-6.77

8.39,-6.53

8.37,-6.38

8.30,-6.77

8.23,-6.18

8.11,-6.82

7.99,-6.43

7.96,-6.48

6.68,-6.77

4.88,-6.23

3.96,-6.87

2.28,-6.33

1.27,-6.53

1.11,-6.67

1.01,-6.23

0.95,-6.87

0.89,-6.23

0.89,-6.62

0.87,-6.57

0.90,-6.33

0.86,-6.87

0.89,-6.18

0.91,-6.77

0.85,-6.53

0.88,-6.38

0.88,-6.82

0.86,-6.13

0.90,-6.82

0.93,-6.43

1.20,-6.43

1.96,-6.77

2.86,-6.18

3.27,-6.87

4.23,-6.33

4.73,-6.48

5.50,-6.67

6.35,-6.23

6.74,-6.92

7.56,-6.23

8.37,-6.62

8.39,-6.57

8.35,-6.28

8.33,-6.87

8.26,-6.23

8.20,-6.72

8.09,-6.57

8.01,-6.38

7.31,-6.82

6.41,-6.18

4.50,-6.82

2.76,-6.43

2.01,-6.43

1.22,-6.77

1.08,-6.23

0.99,-6.92

0.91,-6.33

0.95,-6.53

0.93,-6.72

0.91,-6.28

0.90,-6.87

0.92,-6.28

0.90,-6.62

0.85,-6.62

0.90,-6.33

0.89,-6.92

0.88,-6.28

0.93,-6.77

0.91,-6.62

1.06,-6.43

1.77,-6.82

2.18,-6.23

3.06,-6.82

3.55,-6.48

4.45,-6.48

5.29,-6.77

5.70,-6.23

6.51,-6.87

7.36,-6.43

7.75,-6.57

8.38,-6.72

8.37,-6.33

8.32,-6.92

8.24,-6.28

8.18,-6.62

8.15,-6.67

7.99,-6.28

7.94,-6.96

6.85,-6.13

5.03,-6.82

4.04,-6.57

2.40,-6.38

1.32,-6.87

1.12,-6.13

0.98,-6.87

0.95,-6.43

0.91,-6.43

0.89,-6.82

0.90,-6.09

0.90,-7.01

0.90,-6.28

0.87,-6.53

0.88,-6.72

0.89,-6.18

0.90,-7.01

0.83,-6.13

0.91,-6.72

0.86,-6.62

0.93,-6.33

1.20,-6.92

1.97,-6.18

2.89,-6.87

3.32,-6.57

4.22,-6.38

4.69,-6.87

5.53,-6.13

6.33,-6.96

6.76,-6.38

7.57,-6.48

8.38,-6.82

